radiation (kj/m2)
242
324
2482
2986
369
2896
626
1802
1543
207
208
458
2767
2409
1502
142
2101
300
2949
650
1661
2141
845
2293
1433
714
848
967
1500
3126
3017
809
1384
1057
309
2544
360
2955
1880
1914
2511
539
149
644
3083
119
1766
2063
2315
1841
1804
136
709
851
2614
2671
2038
513
2298
3053
1063
3945
101
2253
2746
2385
1822
2927
1077
3679
2212
1372
2728
2710
2607
1415
826
3193
39
3156
28
1553
863
2491
463
1315
2400
713
2083
3191
2329
824
2713
1546
97
749
1533
450
468
2501
1795
2703
570
1863
2478
2691
1970
1395
2147
2523
2744
2442
2945
2719
3309
35
3264
546
2952
950
1437
775
1521
1055
138
412
1296
1054
1328
1009
1813
1297
321
2055
1922
2542
2768
821
88
1127
2484
2355
1061
1159
194
2716
1151
3739
1484
76
1952
2114
294
622
976
627
770
1236
1093
847
920
2380
2839
2291
2042
647
3760
2245
542
2214
912
1768
2470
2766
1512
2520
1338
2026
475
198
183
522
2683
584
2893
3106
3033
525
602
1550
2788
150
31
2393
1466
1759
2422
2254
94
3306
862
3531
2555
1742
2954
420
1542
1119
2929
964
1248
715
3856
944
2411
1083
349
2412
3687
2635
3498
1760
1033
746
913
1070
202
60
2427
2159
1900
1051
1393
2123
717
1707
3039
3077
2489
760
556
3173
1390
1986
1826
2830
2417
497
2225
2185
1418
295
1272
1004
2318
1182
415
2514
3292
273
1713
2902
1581
3603
3812
937
988
1832
1886
1068
3692
249
2960
3526
3814
1770
3137
3471
491
2177
1928
2017
3425
718
595
2025
1346
148
1112
3251
2942
943
2812
1226
2164
3548
3144
2810
1039
708
784
2509
281
72
771
3271
2844
1307
3026
2058
1794
1145
1337
738
73
3583
205
1360
973
1074
469
61
1298
1196
2762
554
951
68
2521
174
2480
3343
3268
1633
448
1256
1598
2731
2970
1806
1909
535
3699
2615
2863
189
528
3484
2526
531
1131
1532
169
1103
151
3353
1639
764
603
272
3940
200
789
498
390
3426
3674
1614
2467
1202
865
656
1137
1071
3877
881
1875
2724
3765
2700
930
182
3465
2785
1020
1993
3153
3043
2787
3953
3621
1347
2756
3417
1957
1962
396
2628
1968
818
1723
2600
1717
510
1641
3781
1773
2183
2931
103
2050
3270
2750
464
134
366
1573
1989
1318
2697
2868
323
1953
161
1262
2534
2880
1724
3234
2987
1445
1901
3869
2873
2593
2454
1207
1495
2837
1975
1665
774
607
2311
3291
2082
741
1069
634
2638
676
1881
548
1134
3140
2000
3045
611
3054
503
3385
2770
816
3313
915
1921
2099
2226
3882
534
2808
1162
1926
192
3327
806
1291
1392
1958
1919
3163
3596
302
2864
1350
187
2095
2884
1379
2308
2387
756
731
1644
2687
3839
1829
1612
264
1690
2916
704
852
3452
325
635
1819
3491
1929
3369
197
2098
540
515
996
547
3969
2155
2156
3568
3690
476
892
2432
1650
3639
3435
2559
1440
2921
3547
2818
298
3354
1920
1323
2129
3664
4077
1846
1668
337
2232
1287
1041
691
2162
1292
803
1221
2602
1044
3709
1604
454
1700
1681
402
1973
2995
126
3834
2577
1206
3206
1890
2928
2305
1714
3827
706
879
