atmospheric pressure at the level of the pile (mb)
971.4
940.1
971.8
936.2
1020.2
968.3
994.5
957.7
947.2
1017.5
1012.9
941.5
960.8
982.2
971.1
960.5
939.4
997.3
998.0
986.5
939.7
951.3
956.6
997.6
940.3
1017.2
953.3
1011.9
960.0
1018.7
943.8
998.2
953.4
998.6
976.3
998.3
942.0
1001.4
985.6
945.0
990.5
944.3
957.0
975.2
999.0
957.2
945.5
969.1
948.9
1000.4
969.4
1017.3
898.0
935.0
988.2
951.6
1016.6
946.8
952.4
959.8
962.0
954.4
959.5
899.5
982.5
945.6
980.4
1023.5
945.4
998.4
989.0
933.4
970.1
996.4
996.8
950.8
993.1
993.4
897.5
946.5
897.2
1023.1
955.9
980.1
942.6
975.9
957.8
1012.6
1001.5
985.2
954.5
982.6
963.2
940.8
995.7
988.9
953.1
955.2
958.4
1023.2
951.1
1018.6
1021.4
896.5
951.0
937.1
1019.3
956.4
997.2
965.4
962.6
988.4
944.0
938.5
945.3
937.9
997.4
995.5
975.8
947.9
944.8
961.2
975.3
894.4
1020.3
1016.5
995.3
954.2
945.7
977.5
962.2
958.0
979.8
971.3
947.6
959.9
950.1
961.4
974.3
962.8
957.6
898.5
960.6
935.4
977.9
981.6
962.4
946.4
950.6
949.9
992.5
951.9
1021.0
953.8
949.6
931.3
965.7
978.3
969.0
966.1
962.1
947.8
976.0
979.7
946.3
936.0
974.1
945.1
1020.0
938.0
974.5
978.7
935.1
972.0
947.1
977.8
897.3
980.2
944.9
943.5
900.5
895.4
969.2
938.3
953.0
1022.5
957.9
1019.4
