atmospheric pressure max. in the previous hour (mb)
1017.7
1004.3
991.6
1000.0
953.7
984.1
939.8
1019.5
1019.9
981.5
1020.8
996.7
990.8
970.9
988.0
993.3
988.2
997.4
960.8
991.9
941.6
959.7
998.1
979.0
1016.1
970.6
942.1
995.1
944.7
1004.1
981.4
977.7
1023.4
987.6
997.1
898.4
939.9
1018.9
1004.2
941.2
982.0
1006.8
960.3
1015.3
985.4
975.1
997.8
986.5
1001.5
958.8
990.5
1001.0
938.6
937.0
897.8
1016.6
984.5
1003.3
938.0
970.7
995.8
997.3
994.1
1002.9
1013.3
935.4
942.9
938.3
972.3
1015.6
983.0
995.6
1018.1
989.9
947.0
968.6
1012.3
943.7
959.4
984.9
976.8
982.9
956.3
982.8
1001.2
955.0
1013.2
1018.5
1015.7
989.2
992.2
996.3
1011.4
1013.6
959.8
1018.0
960.6
980.7
986.2
988.1
944.0
981.3
941.8
943.4
1019.2
944.5
959.3
984.4
943.8
975.0
900.0
1014.9
970.8
982.7
953.9
955.8
981.0
938.4
991.1
960.2
989.5
974.2
993.8
956.2
988.5
956.7
994.3
987.8
939.3
1018.6
992.0
1011.1
1015.8
897.5
932.8
1020.9
1001.3
938.8
1020.0
945.9
938.1
960.1
944.9
1000.4
959.1
1017.9
943.3
999.3
1021.7
957.2
983.7
998.8
1022.1
1016.3
981.7
900.3
983.1
940.9
993.4
994.8
1017.5
1001.8
974.4
984.8
984.3
960.5
980.2
944.2
1018.8
1023.6
1015.1
942.8
982.5
1005.5
947.5
994.2
983.6
1013.1
946.0
948.6
961.1
999.4
996.4
1016.7
939.2
1013.8
900.8
952.8
997.5
897.9
1019.8
971.7
1018.7
1024.8
943.2
954.1
941.0
993.7
954.5
940.1
990.6
936.5
946.6
999.2
1000.2
972.0
936.2
1020.3
968.4
958.6
939.7
947.4
943.5
995.7
1018.3
1012.9
985.5
1013.5
941.5
951.9
998.0
953.5
937.9
1011.0
986.7
998.2
953.4
999.7
976.4
999.0
1012.6
945.2
975.2
999.5
998.6
945.6
969.1
949.5
959.6
1000.6
985.2
978.5
898.5
935.0
952.6
953.3
946.8
1016.9
952.9
962.2
954.4
897.1
971.2
989.6
899.5
1001.6
942.0
1019.3
945.7
952.2
1023.7
958.2
1022.3
1000.8
998.4
946.9
960.9
997.7
951.2
940.2
897.7
897.2
1024.1
955.9
951.8
980.3
976.3
957.9
963.9
959.9
989.0
1000.7
953.1
973.9
1024.7
958.4
945.5
951.1
984.0
951.7
937.1
956.4
953.6
965.5
962.6
955.6
940.6
945.3
995.5
976.1
948.0
943.9
961.2
975.4
946.5
894.4
980.8
1016.5
1017.6
954.9
995.4
946.3
977.5
937.3
956.5
1019.4
959.2
979.8
980.4
971.4
1019.0
947.6
942.2
950.1
961.7
971.3
938.7
996.8
974.7
937.4
1020.6
963.4
957.7
898.8
935.5
977.9
939.1
944.8
962.5
971.8
946.4
950.6
946.7
950.4
1021.0
899.7
949.6
931.3
945.1
966.7
898.7
969.2
966.9
1022.4
962.1
948.4
976.5
951.3
980.5
936.3
996.9
967.9
974.9
979.6
935.6
972.1
962.3
947.8
958.1
998.5
1020.1
897.3
972.2
1019.7
898.6
900.7
896.1
969.3
1023.2
958.0
952.0
